source_space_name,room_category,matched_token,classification_status,thermal_zone,floor_area_m2,exterior_area_m2,design_people,people_per_m2,m2_per_person,space_type_defaulted,explicit_space_type,effective_space_type,metadata_status,metadata_conflicts,people_source_kinds,people_source_names,people_definition_names,people_calculation_methods,people_definition_values,number_schedules,activity_schedules,fraction_radiant_values,sensible_heat_fraction_values,co2_generation_rate_m3_s_person_values,oa_defaulted,oa_name,oa_method,oa_flow_per_person_m3_s_person,oa_flow_per_area_m3_s_m2,oa_flow_rate_m3_s,oa_ach_per_h,oa_schedule,source_handle
x-b-hall-1,terminal_hall,hall,CLASSIFIED,xbhall1,1437.613015,1687.954019,77.371689,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{0be860a2-c61f-4261-bc2b-200f6cd46912}
x-b-hall-10,terminal_hall,hall,CLASSIFIED,xbhall10,175,225,9.418422,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ef6ba7df-af8c-4e0d-81dd-5cb7f8b6ddf1}
x-b-hall-11,terminal_hall,hall,CLASSIFIED,xbhall11,850,1150,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{cbdca91b-0473-4ecf-af67-7f9ea22d5d42}
x-b-hall-12,terminal_hall,hall,CLASSIFIED,xbhall12,950.673862,1434.771157,51.164841,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{610dde3e-69db-4839-b42a-2e926715e0b7}
x-b-hall-13,terminal_hall,hall,CLASSIFIED,xbhall13,578.219228,962.621422,31.1195,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{7a333031-2edb-4194-afbb-9ade25d4e94b}
x-b-hall-14,terminal_hall,hall,CLASSIFIED,xbhall14,676.299042,781.488103,36.398112,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{d762c862-5177-4fc4-9de3-d14e2ad25e6e}
x-b-hall-15,terminal_hall,hall,CLASSIFIED,xbhall15,763.227035,1076.134051,41.076537,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{efe78430-5e63-4088-a11c-613894610247}
x-b-hall-16,terminal_hall,hall,CLASSIFIED,xbhall16,634.41644,940.800136,34.144009,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{8d746258-21d9-419c-81a6-e5ea2b4b9a18}
x-b-hall-17,terminal_hall,hall,CLASSIFIED,xbhall17,827.265503,1019.718063,44.523059,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{1d326373-5bd6-4831-81c0-644878f5bfd9}
x-b-hall-18,terminal_hall,hall,CLASSIFIED,xbhall18,585.123686,867.527824,31.491095,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{2ad7e005-e844-4136-aa06-35f7dc731c7f}
x-b-hall-2,terminal_hall,hall,CLASSIFIED,xbhall2,1117.062129,1443.594548,60.119783,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{6bbfdaa9-23ed-4e22-a09e-3975475396bf}
x-b-hall-3,terminal_hall,hall,CLASSIFIED,xbhall3,779.62798,1114.583136,41.959229,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{8a25c93a-50af-4679-ac0b-f896ad11e8f7}
x-b-hall-4,terminal_hall,hall,CLASSIFIED,xbhall4,482.060393,723.848356,25.944274,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{8af64b43-e651-4fed-a65d-ae1630f325bf}
x-b-hall-5,terminal_hall,hall,CLASSIFIED,xbhall5,465.206147,521.914581,25.037186,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ed92394c-ad34-4de4-87fa-8f5df856bb1f}
x-b-hall-6,terminal_hall,hall,CLASSIFIED,xbhall6,370.590307,560.881706,19.945004,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{686afad6-fdd0-44a8-9ca1-5b96b85d2f72}
x-b-hall-7,terminal_hall,hall,CLASSIFIED,xbhall7,751.797993,1109.900407,40.461431,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{9000d222-3765-41e0-aafe-311e34f09e98}
x-b-hall-8,terminal_hall,hall,CLASSIFIED,xbhall8,691.871453,1011.97713,37.236212,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{585127dd-59c0-413f-84fe-dd83ce9f6402}
x-b-hall-9,terminal_hall,hall,CLASSIFIED,xbhall9,850,1150,45.746619,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{9be9c6cd-10c0-4c3e-ade9-3fdc615e6fba}
x-b-office-1,office,office,CLASSIFIED,xboffice1,99.8148,99.8148,5.103388,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ab027a90-998b-4ad7-b430-5e34a8ce69c5}
x-b-office-10,office,office,CLASSIFIED,xboffice10,88.8937,88.8937,4.545008,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{ca8e5b07-ee42-4a96-a303-8174fe54733a}
x-b-office-11,office,office,CLASSIFIED,xboffice11,92.728009,92.728009,4.741051,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{e2ce53c5-14b7-4979-8a81-d10243fa8dbc}
x-b-office-12,office,office,CLASSIFIED,xboffice12,111.0907,111.0907,5.679909,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{8a29cc79-2dc5-4961-8743-1c75bf54dad4}
x-b-office-13,office,office,CLASSIFIED,xboffice13,111.0907,111.0907,5.679909,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{4c35477b-80bf-45ae-9dbb-b86f5e8956d1}
x-b-office-14,office,office,CLASSIFIED,xboffice14,111.0907,111.0907,5.679909,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{eb9ba31e-b3e0-449a-8c98-7ebdba81c47e}
x-b-office-15,office,office,CLASSIFIED,xboffice15,95.612044,95.612044,4.888507,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{9bee539e-50a9-441d-82e3-3ca063a23871}
x-b-office-16,office,office,CLASSIFIED,xboffice16,95.612044,95.612044,4.888507,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{0a30feca-6ed6-4d00-ade9-3a0aa1911e64}
x-b-office-17,office,office,CLASSIFIED,xboffice17,109.768763,148.120069,5.61232,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{e4d20ff7-0d78-4c30-bb3b-661486b97ab3}
x-b-office-18,office,office,CLASSIFIED,xboffice18,143.813209,174.967651,7.352964,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f8f4e255-ab51-49c6-ba16-2b7906229f58}
x-b-office-2,office,office,CLASSIFIED,xboffice2,154.546965,154.546965,7.901766,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{dc2361d2-0c43-4d37-a871-0c08a5438a10}
x-b-office-3,office,office,CLASSIFIED,xboffice3,23.982457,23.982457,1.226189,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{f9b54d8c-2bf8-410a-900f-afcbb3fa41ad}
x-b-office-4,office,office,CLASSIFIED,xboffice4,86.604483,86.604483,4.427964,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{eb9576fd-2f3e-4d4d-87d6-cfc165b0b099}
x-b-office-5,office,office,CLASSIFIED,xboffice5,122.914229,122.914229,6.284429,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{a9088540-f489-43be-bed1-9ea54a7e2a11}
x-b-office-6,office,office,CLASSIFIED,xboffice6,100,100,5.112857,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{1438d0c0-1cd0-4f31-865e-3a1eea357eec}
x-b-office-7,office,office,CLASSIFIED,xboffice7,128.717687,128.717687,6.581152,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{b4beff7e-cb0d-4ca3-9220-06880475fb88}
x-b-office-8,office,office,CLASSIFIED,xboffice8,128.179248,128.179248,6.553622,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{8cc7632f-c14a-45ba-ba85-20b05b790f5c}
x-b-office-9,office,office,CLASSIFIED,xboffice9,93.06885,93.06885,4.758478,0.051129,19.558535,false,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 1,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - ClosedOffice - CZ4-8 1,189.1-2009 - Office - ClosedOffice - CZ4-8 People Definition,People/Area,0.0511285744793712,Office Work Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - ClosedOffice - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{09789d6e-9fd9-481c-a9b0-fa2e8a88ffc7}
x-b-restroom-1,restroom,restroom,CLASSIFIED,xbrestroom1,125.681589,125.681589,13.528254,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{466789d1-a047-4efe-a70b-5d824cca3b84}
x-b-restroom-3,restroom,restroom,CLASSIFIED,xbrestroom3,93.06885,93.06885,10.017848,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{bd95c703-7ec2-4426-987b-741fc40bc2a9}
x-b-restroom-4,restroom,restroom,CLASSIFIED,xbrestroom4,111.0907,111.0907,11.957703,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{33a627c3-994a-46ce-b14b-b2165adcfc48}
x-b-restroom-5,restroom,restroom,CLASSIFIED,xbrestroom5,66.78914,66.78914,7.189123,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{2ebf5d49-e6b2-4706-b6c7-afb715c64b79}
x-b-restroom-6,restroom,restroom,CLASSIFIED,xbrestroom6,97.715192,136.066498,10.517976,0.107639,9.290304,false,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8,SOURCE_METADATA_CONSISTENT,,space_type,189.1-2009 - Office - Restroom - CZ4-8,189.1-2009 - Office - Restroom - CZ4-8 People Definition,People/Area,0.107639104167097,Office Misc Occ,Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - Restroom - CZ4-8 Ventilation,Sum,0,0.004877,0,0,,{dc9950a9-5ab0-447e-81e4-c232a2518070}
x-n-breakroom-1,breakroom,breakroom,CLASSIFIED,xnbreakroom1,70.184311,70.184311,3.777288,0.05382,18.580608,true,,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,SOURCE_METADATA_DEFAULTED,,building_default_space_type,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 People Definition,People/Area,0.0538195520835486,Large Office Bldg Occ,Large Office Activity,0.3,,3.82e-08,true,189.1-2009 - Office - WholeBuilding - Lg Office - CZ4-8 Ventilation,Sum,0.009439,0,0,0,,{5377ba32-a9ae-43ea-a979-8f955264afb4}
x-n-commerce-1,commerce_retail,commerce,CLASSIFIED,xncommerce1,114.107143,265.809756,18.423586,0.161459,6.193536,false,Retail Retail,Retail Retail,SOURCE_METADATA_CONSISTENT,,space_type,Retail Retail,Retail Retail People Definition,People/Area,0.161458656250646,RetailStandalone BLDG_OCC_SCH,RetailStandalone ACTIVITY_SCH,0.3,,3.82e-08,true,Retail Retail Ventilation,Sum,0,0.001524,0,0,,{0e182035-318d-4e64-82bc-2fa0f712002d}
